StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,netted,"treatment_1 ",Q1_1,Q2_1,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q10_1,treatment_2,Q1_2,Q2_2,Q3_2,Q4_2,Q5_2,Q6_2,Q7_2,Q8_2,Q9_2,Q10_2,"treatment_3 ",Q1_3,Q2_3,Q3_3,Q4_3,Q5_3,Q6_3,Q7_3,Q8_3,Q9_3,Q10_3,treatment_4,Q1_4,Q2_4,Q3_4,Q4_4,Q5_4,Q6_4,Q7_4,Q8_4,Q9_4,Q10_4
2024-03-25 17:46:16,2024-03-25 18:00:36,IP Address,97.75.177.109,100,859,True,2024-03-25 18:00:36,R_3hYWRTc17J93T6p,,,,,40.2342,-111.6442,anonymous,EN,azc123,,,,,,,,,,,,"Funny, tall, brown hair, glasses",Justice in holdings,"Actual consent, because Rawls regards it as a core feature of liberalism that everyone in a society must in fact agree to its fundamental rules.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor support free expression, but only insofar as it is compatible with the well-being of the least advantaged group. Mill would support it in all cases.",,,,,,,,,,,,,,,,,,,,,,
2024-03-25 17:27:28,2024-03-25 18:54:17,IP Address,128.187.116.23,100,5209,True,2024-03-25 18:54:18,R_5ISLqQtWhctnlgL,,,,,40.2342,-111.6442,anonymous,EN,wvanhoff,My best friend,Justice in holdings,"Actual consent, because Rawls regards it as a core feature of liberalism that everyone in a society must in fact agree to its fundamental rules.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to a fair share of the cooperatively produced social goods.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls and Mill would both support free expression conditionally, as long as the balance of empirical evidence suggested that free expression would promote the values they associated with justice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-25 19:32:22,2024-03-25 19:39:58,IP Address,66.7.118.70,100,456,True,2024-03-25 19:39:59,R_1Tt9AvIOATQbTOz,,,,,40.2584,-111.6591,anonymous,EN,lgp73,,,,,,,,,,,,,,,,,,,,,,,"A brown haired man with a blueish black buttoned shirt that is smiling. He is a little bit of facial hair, both a mustache and a beard, but nothing too thick.",Justice in holdings,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to own whatever is the result of voluntary transfers.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility.",,,,,,,,,,,
2024-03-25 20:19:45,2024-03-25 20:36:52,IP Address,128.187.116.22,100,1027,True,2024-03-25 20:36:54,R_2QGwM8R5OdnOWtT,,,,,40.2342,-111.6442,anonymous,EN,swither1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,Justice in holdings,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to form plans with others (reasonability) and the power to communicate those plans to other agents (rationality),You can only achieve a patterned principle of justice through interfering with the free choice of others.,None of the above.,Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that his own view favors a patterned principle of justice, while Rawls and Mill favor historical principles.","Mill would support free expression, but only if it wasn’t harmful to the feelings of other groups. Rawls would support free expression in all cases."
2024-03-25 20:13:11,2024-03-25 20:44:17,IP Address,69.162.253.22,100,1865,True,2024-03-25 20:44:17,R_11xKdeSIkPO8Cqt,,,,,40.3942,-111.8483,anonymous,EN,sydwinn,,,,,,,,,,,,Dr. Davis,Justice in holdings,"Hypothetical consent and actual consent, because Rawls believes that parties must consent in abstract and in fact for a basic structure to be legitimate.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls and Mill would both support free expression conditionally, as long as the balance of empirical evidence suggested that free expression would promote the values they associated with justice.",,,,,,,,,,,,,,,,,,,,,,
2024-03-25 21:06:02,2024-03-25 21:13:13,IP Address,136.36.107.102,100,430,True,2024-03-25 21:13:13,R_3sh0liKOLMHdKNO,,,,,40.2342,-111.6442,anonymous,EN,annamg1,,,,,,,,,,,,Professor Davis haha,Justice in holdings,"Actual consent, because Rawls regards it as a core feature of liberalism that everyone in a society must in fact agree to its fundamental rules.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve Rawls’s liberty principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to own whatever is the result of voluntary transfers.,"Rawls would likely say that political parties should be privately funded, because private funding is essential to preserving the opportunity for individuals to pursue their own life plans; Mill would likely agree, given his shared commitment to individual liberty.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor support free expression, but only insofar as it is compatible with the well-being of the least advantaged group. Mill would support it in all cases.",,,,,,,,,,,,,,,,,,,,,,
2024-03-25 20:56:17,2024-03-25 21:19:01,IP Address,174.204.2.212,100,1364,True,2024-03-25 21:19:02,R_2OIeI8ROD5yQFAL,,,,,40.6596,-111.9195,anonymous,EN,isaogden,Jesus,Justice in distribution,"Actual consent, because Rawls regards it as a core feature of liberalism that everyone in a society must in fact agree to its fundamental rules.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve Rawls’s liberty principle of justice through interfering with the free choice of others.,The basic structure should be organized in a way that is to the advantage of the least advantaged group.,Imperfect procedural justice,A right to own whatever is the result of voluntary transfers.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he and Rawls both favor historical principles, while Mill favors a pattered principle.","Rawls would favor support free expression, but only insofar as it is compatible with the well-being of the least advantaged group. Mill would support it in all cases.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-25 20:55:29,2024-03-25 21:30:39,IP Address,192.34.255.222,100,2110,True,2024-03-25 21:30:40,R_5Kg6ScgNDapsY2M,,,,,40.6982,-111.841,anonymous,EN,s607181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A red and black Flamengo jersey ",Justice in holdings,"Tacit consent, because Rawls agrees with Locke that merely participating within a basic structure counts as issuing consent.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve justice in holdings through interfering with the free choice of others.,The basic structure is just if the distribution of property is the result of a just series of historical transfers.,Impure procedural justice,A right to own the means of production.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility."
2024-03-25 21:54:08,2024-03-25 22:00:56,IP Address,136.36.191.38,100,407,True,2024-03-25 22:00:56,R_3DTlJ0oQusTD6gA,,,,,40.2584,-111.6591,anonymous,EN,justpalm,,,,,,,,,,,,Professor Ryan Davis,Justice in holdings,"Hypothetical consent and actual consent, because Rawls believes that parties must consent in abstract and in fact for a basic structure to be legitimate.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve Rawls’s liberty principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor support free expression, but only insofar as it is compatible with the well-being of the least advantaged group. Mill would support it in all cases.",,,,,,,,,,,,,,,,,,,,,,
2024-03-25 21:57:02,2024-03-25 22:02:06,IP Address,66.219.195.154,100,303,True,2024-03-25 22:02:06,R_2od5gtoKeJwDZPZ,,,,,40.2584,-111.6591,anonymous,EN,alew15,,,,,,,,,,,,,,,,,,,,,,,Its a guy with a beard in a black button up shirt,Justice in distribution,"Actual consent, because Rawls regards it as a core feature of liberalism that everyone in a society must in fact agree to its fundamental rules.",The power to form plans with others (reasonability) and the power to communicate those plans to other agents (rationality),You can only achieve justice in holdings through interfering with the free choice of others.,The basic structure should be organized in a way that is to the advantage of the least advantaged group.,Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should be privately funded, because private funding is essential to preserving the opportunity for individuals to pursue their own life plans; Mill would likely agree, given his shared commitment to individual liberty.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls and Mill would both support free expression conditionally, as long as the balance of empirical evidence suggested that free expression would promote the values they associated with justice.",,,,,,,,,,,
2024-03-25 22:21:10,2024-03-25 22:50:44,IP Address,136.36.54.4,100,1773,True,2024-03-25 22:50:44,R_5iC5taw7hJ9c4ho,,,,,40.2584,-111.6591,anonymous,EN,Diggyhs,,,,,,,,,,,,,,,,,,,,,,,"He is folding his arms, wearing a dark shirt, has black hair, and facial hair, and he is smiling.",Justice in distribution,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility.",,,,,,,,,,,
2024-03-25 20:41:38,2024-03-25 23:02:58,IP Address,66.219.214.101,100,8480,True,2024-03-25 23:02:59,R_2s1kJJ7Egsl9gFy,,,,,40.1777,-111.5344,anonymous,EN,maddiec3,,,,,,,,,,,,,,,,,,,,,,,"He has a good smile, very straight and white teeth. He also has good hair and eyebrows. His features are dark and he has some facial hair.",Justice in holdings,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to consent to contracts (reasonability) and the power to create new moral rules (rationality),You can only achieve a patterned principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility.",,,,,,,,,,,
2024-03-25 22:59:53,2024-03-25 23:09:01,IP Address,172.59.152.134,100,547,True,2024-03-25 23:09:02,R_3ValdhNrPIVtoyL,,,,,40.6566,-111.8907,anonymous,EN,cantr,,,,,,,,,,,,,,,,,,,,,,,"He has a beard and short, brown hair. He also has a black button-up shirt.",Justice in holdings,"Actual consent, because Rawls regards it as a core feature of liberalism that everyone in a society must in fact agree to its fundamental rules.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve Rawls’s liberty principle of justice through interfering with the free choice of others.,The basic structure is just if the distribution of property is the result of a just series of historical transfers.,Imperfect procedural justice,A right to own whatever is the result of voluntary transfers.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility.",,,,,,,,,,,
2024-03-25 23:24:39,2024-03-25 23:26:36,IP Address,192.34.255.222,100,116,True,2024-03-25 23:26:36,R_25N1lWb8aWt8Jk0,,,,,40.6982,-111.841,anonymous,EN,leahb23,,,,,,,,,,,,"It's a picture of Dr. Davis. He's wearing an orange tie and black suit, and he's standing in front of a bunch of books. ",Justice in distribution,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-25 23:23:08,2024-03-25 23:46:07,IP Address,192.34.255.222,100,1378,True,2024-03-25 23:46:07,R_3Gvx5y3XSikXbI6,,,,,40.6982,-111.841,anonymous,EN,jasay1,,,,,,,,,,,,,,,,,,,,,,,"A white male with pretty mid facial hair. A black long sleeve button up that doesn't have the top button buttoned. Dark eyes and hair. Solid smile if I do say so myself. Personally not mt type, but I'm sure some females may be interested. I feel like he is short. Doesn't really have any traps either. ",Justice in holdings,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve Rawls’s liberty principle of justice through interfering with the free choice of others.,The basic structure is just if the distribution of property is the result of a just series of historical transfers.,Imperfect procedural justice,A right to a fair share of the cooperatively produced social goods.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility.",,,,,,,,,,,
2024-03-25 23:08:45,2024-03-25 23:46:11,IP Address,66.7.118.70,100,2246,True,2024-03-25 23:46:12,R_7JGRzcFsqaWLLCF,,,,,40.2584,-111.6591,anonymous,EN,jenamah,Jesus Christ,Justice in holdings,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,None of the above.,Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-25 19:40:13,2024-03-26 01:51:54,IP Address,174.231.135.131,100,22301,True,2024-03-26 01:51:55,R_5RsgblV01hW3WVf,,,,,47.2109,-122.4147,anonymous,EN,lkpayne,"My brother Jesus Christ. ",Justice in holdings,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve justice in holdings through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to own whatever is the result of voluntary transfers.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would likely agree if public funding best respected the voluntary transfers of groups.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls and Mill would both support free expression conditionally, as long as the balance of empirical evidence suggested that free expression would promote the values they associated with justice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-26 09:29:49,2024-03-26 10:02:22,IP Address,128.187.116.25,100,1953,True,2024-03-26 10:02:23,R_7aDfDBnrRTBs6lg,,,,,40.2342,-111.6442,anonymous,EN,Leichman,,,,,,,,,,,,Mr Ryan Davis,Justice in holdings,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to understand the operation of economic rules (rationality) and the power to appreciate the force of moral arguments (reasonability),You can only achieve justice in holdings through interfering with the free choice of others.,None of the above.,Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would likely agree if public funding best respected the voluntary transfers of groups.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility.",,,,,,,,,,,,,,,,,,,,,,
2024-03-26 10:41:59,2024-03-26 10:46:43,IP Address,66.219.235.252,100,284,True,2024-03-26 10:46:44,R_7dQSF5vh0Ryzvrb,,,,,40.2342,-111.6442,anonymous,EN,Indy1106,,,,,,,,,,,,"That’s my professor dr Davis. He’s cool! ",Justice in distribution,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve Rawls’s liberty principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor support free expression, but only insofar as it is compatible with the well-being of the least advantaged group. Mill would support it in all cases.",,,,,,,,,,,,,,,,,,,,,,
2024-03-26 10:59:52,2024-03-26 11:08:59,IP Address,136.36.166.158,100,547,True,2024-03-26 11:09:00,R_1FtEqqGClzzIbgJ,,,,,40.2584,-111.6591,anonymous,EN,Reaganbh,"Jesus Christ ",Justice in holdings,"Actual consent, because Rawls regards it as a core feature of liberalism that everyone in a society must in fact agree to its fundamental rules.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve Rawls’s liberty principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Pure procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-26 11:04:44,2024-03-26 11:10:16,IP Address,128.187.116.12,100,332,True,2024-03-26 11:10:17,R_2I3dTIyjy6Umwkp,,,,,40.2342,-111.6442,anonymous,EN,Helenh14,,,,,,,,,,,,,,,,,,,,,,,"White male, brown hair and brown eyes, black button up shirt. ",Justice in commerce,"Tacit consent, because Rawls agrees with Locke that merely participating within a basic structure counts as issuing consent.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,The basic structure should be organized in a way that is to the advantage of the least advantaged group.,Impure procedural justice,A right to own whatever is the result of voluntary transfers.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he, Rawls, and Mill would all agree on historical principles, though they would disagree on exactly which principle should be selected.","Rawls would favor support free expression, but only insofar as it is compatible with the well-being of the least advantaged group. Mill would support it in all cases.",,,,,,,,,,,
2024-03-26 11:02:48,2024-03-26 11:10:21,IP Address,216.21.163.7,100,453,True,2024-03-26 11:10:22,R_2dNhRdiAOVnvppT,,,,,40.2342,-111.6442,anonymous,EN,seliaso1,,,,,,,,,,,,Dr. Davis wearing a charcoal suit and an orange tie with white polka dots and his thin metal frame glasses.,Justice in distribution,"Tacit consent, because Rawls agrees with Locke that merely participating within a basic structure counts as issuing consent.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to a fair share of the cooperatively produced social goods.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would likely agree if public funding best respected the voluntary transfers of groups.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility.",,,,,,,,,,,,,,,,,,,,,,
2024-03-26 10:53:25,2024-03-26 11:13:42,IP Address,128.187.116.18,100,1216,True,2024-03-26 11:13:43,R_2fQ7GluDrNuT65h,,,,,40.2342,-111.6442,anonymous,EN,jab468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,Justice in holdings,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve justice in holdings through interfering with the free choice of others.,The basic structure should be organized in a way that is to the advantage of the least advantaged group.,Imperfect procedural justice,A right to a fair share of the cooperatively produced social goods.,"Rawls would likely say that political parties must be privately funded to prevent the state from acquiring too much political power, but Mill would probably say that whether political parties’ funding should support the least advantaged group.","He would say that he and Rawls both favor historical principles, while Mill favors a pattered principle.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility."
2024-03-26 11:33:38,2024-03-26 11:45:40,IP Address,128.187.116.3,100,722,True,2024-03-26 11:45:41,R_3fjSqODSwaftRyO,,,,,40.2342,-111.6442,anonymous,EN,cstaker0,,,,,,,,,,,,Ryan Davis,Justice in holdings,"Hypothetical consent and actual consent, because Rawls believes that parties must consent in abstract and in fact for a basic structure to be legitimate.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to own whatever is the result of voluntary transfers.,"Rawls would likely say that political parties should be privately funded, because private funding is essential to preserving the opportunity for individuals to pursue their own life plans; Mill would likely agree, given his shared commitment to individual liberty.","He would say that he and Rawls both favor historical principles, while Mill favors a pattered principle.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility.",,,,,,,,,,,,,,,,,,,,,,
2024-03-26 10:50:05,2024-03-26 12:04:03,IP Address,128.187.116.3,100,4438,True,2024-03-26 12:04:03,R_5Va0KScz23u1tXe,,,,,40.2342,-111.6442,anonymous,EN,at652,"Jesus Christ, its the traditional painting of him in a red robe and white shirt.",Justice in rights,"Tacit consent, because Rawls agrees with Locke that merely participating within a basic structure counts as issuing consent.",The power to understand the operation of economic rules (rationality) and the power to appreciate the force of moral arguments (reasonability),You can only achieve justice in holdings through interfering with the free choice of others.,The basic structure should be organized in a way that is to the advantage of the least advantaged group.,Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he and Rawls both favor historical principles, while Mill favors a pattered principle.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-26 11:51:16,2024-03-26 12:10:11,IP Address,66.7.118.30,100,1135,True,2024-03-26 12:10:12,R_3JDgWcgvkD8ktn0,,,,,40.2584,-111.6591,anonymous,EN,mariodom,,,,,,,,,,,,I see Dr. Davis’ picture,Justice in holdings,"Hypothetical consent and actual consent, because Rawls believes that parties must consent in abstract and in fact for a basic structure to be legitimate.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,The basic structure is just if the distribution of property is the result of a just series of historical transfers.,Imperfect procedural justice,A right to own the means of production.,"Rawls would likely say that political parties should be privately funded, because private funding is essential to preserving the opportunity for individuals to pursue their own life plans; Mill would likely agree, given his shared commitment to individual liberty.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility.",,,,,,,,,,,,,,,,,,,,,,
2024-03-26 12:47:32,2024-03-26 12:57:45,IP Address,128.187.116.9,100,613,True,2024-03-26 12:57:46,R_2qEP1M0aAzXMaqZ,,,,,40.2342,-111.6442,anonymous,EN,eluke2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gray,Justice in holdings,"Tacit consent, because Rawls agrees with Locke that merely participating within a basic structure counts as issuing consent.",The power to form plans with others (reasonability) and the power to communicate those plans to other agents (rationality),You can only achieve Rawls’s liberty principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to own whatever is the result of voluntary transfers.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor support free expression, but only insofar as it is compatible with the well-being of the least advantaged group. Mill would support it in all cases."
2024-03-26 10:42:09,2024-03-26 14:48:54,IP Address,136.36.182.76,100,14804,True,2024-03-26 14:48:54,R_53FR0vI33mfLIIN,,,,,40.2584,-111.6591,anonymous,EN,clw18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maroon,Justice in holdings,"Hypothetical consent and actual consent, because Rawls believes that parties must consent in abstract and in fact for a basic structure to be legitimate.",The power to form plans with others (reasonability) and the power to communicate those plans to other agents (rationality),You can only achieve Rawls’s liberty principle of justice through interfering with the free choice of others.,The basic structure is just if the distribution of property is the result of a just series of historical transfers.,Imperfect procedural justice,A right to own whatever is the result of voluntary transfers.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor support free expression, but only insofar as it is compatible with the well-being of the least advantaged group. Mill would support it in all cases."
2024-03-26 14:46:37,2024-03-26 15:30:49,IP Address,66.219.235.101,100,2651,True,2024-03-26 15:30:49,R_5X6GlL5wqe3BDmF,,,,,40.2342,-111.6442,anonymous,EN,sophiehm,"Jesus Christ ",Justice in distribution,"Tacit consent, because Rawls agrees with Locke that merely participating within a basic structure counts as issuing consent.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,None of the above.,Imperfect procedural justice,A right to own whatever is the result of voluntary transfers.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would likely agree if public funding best respected the voluntary transfers of groups.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Mill would support free expression, but only if it wasn’t harmful to the feelings of other groups. Rawls would support free expression in all cases.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
